Population,Allele Count,Allele Number,Number of Homozygotes,Number of Heterozygotes,Homozygous Genotype Freq.,Heterozygous Genotype Freq.,Allele Frequency
Persian Gulf Islander,2,200,0,2,0.0,0.02,0.01
Kurd,1,200,0,1,0.0,0.01,0.005
Persian,1,200,0,1,0.0,0.01,0.005
Baloch,1,202,0,1,0.0,0.0099,0.00495
Arab,0,204,0,0,0.0,0.0,0.0
Azeri,0,200,0,0,0.0,0.0,0.0
Gilaki,0,198,0,0,0.0,0.0,0.0
Lur,0,200,0,0,0.0,0.0,0.0
Mazani,0,200,0,0,0.0,0.0,0.0
Sistani,0,200,0,0,0.0,0.0,0.0
Turkmen,0,200,0,0,0.0,0.0,0.0
Zartoshti,0,200,0,0,0.0,0.0,0.0
Total,5,2404,0,5,0.0,0.0041597337770382,0.00208
