Population,Allele Count,Allele Number,Number of Homozygotes,Number of Heterozygotes,Homozygous Genotype Freq.,Heterozygous Genotype Freq.,Allele Frequency
Lur,9,200,0,9,0.0,0.09,0.045
Kurd,7,200,0,7,0.0,0.07,0.035
Gilaki,5,198,0,5,0.0,0.0505,0.02525
Baloch,5,202,0,5,0.0,0.0495,0.02475
Azeri,4,200,0,4,0.0,0.04,0.02
Persian Gulf Islander,4,200,0,4,0.0,0.04,0.02
Sistani,4,200,0,4,0.0,0.04,0.02
Mazani,3,200,0,3,0.0,0.03,0.015
Persian,2,200,0,2,0.0,0.02,0.01
Arab,2,204,0,2,0.0,0.0196,0.009804
Turkmen,1,200,0,1,0.0,0.01,0.005
Zartoshti,0,200,0,0,0.0,0.0,0.0
Total,46,2404,0,46,0.0,0.038269550748752,0.01913
