Population,Allele Count,Allele Number,Number of Homozygotes,Number of Heterozygotes,Homozygous Genotype Freq.,Heterozygous Genotype Freq.,Allele Frequency
Zartoshti,25,200,0,25,0.0,0.25,0.125
Persian Gulf Islander,20,200,0,20,0.0,0.2,0.1
Sistani,18,200,0,18,0.0,0.18,0.09
Kurd,11,200,0,11,0.0,0.11,0.055
Mazani,10,200,0,10,0.0,0.1,0.05
Baloch,10,202,0,10,0.0,0.099,0.0495
Azeri,6,200,0,6,0.0,0.06,0.03
Gilaki,5,198,0,5,0.0,0.0505,0.02525
Turkmen,4,200,0,4,0.0,0.04,0.02
Arab,4,204,0,4,0.0,0.0392,0.01961
Lur,2,200,0,2,0.0,0.02,0.01
Persian,2,200,0,2,0.0,0.02,0.01
Total,117,2404,0,117,0.0,0.0973377703826955,0.04867
