Population,Allele Count,Allele Number,Number of Homozygotes,Number of Heterozygotes,Homozygous Genotype Freq.,Heterozygous Genotype Freq.,Allele Frequency
Mazani,4,200,2,0,0.02,0.0,0.02
Sistani,4,200,2,0,0.02,0.0,0.02
Turkmen,4,200,2,0,0.02,0.0,0.02
Zartoshti,4,200,2,0,0.02,0.0,0.02
Baloch,2,202,1,0,0.0099,0.0,0.009901
Arab,0,204,0,0,0.0,0.0,0.0
Azeri,0,200,0,0,0.0,0.0,0.0
Gilaki,0,198,0,0,0.0,0.0,0.0
Kurd,0,200,0,0,0.0,0.0,0.0
Lur,0,200,0,0,0.0,0.0,0.0
Persian,0,200,0,0,0.0,0.0,0.0
Persian Gulf Islander,0,200,0,0,0.0,0.0,0.0
Total,18,2404,9,0,0.0074875207986688,0.0,0.007488
