Population,Allele Count,Allele Number,Number of Homozygotes,Number of Heterozygotes,Homozygous Genotype Freq.,Heterozygous Genotype Freq.,Allele Frequency
Persian Gulf Islander,8,200,0,8,0.0,0.08,0.04
Gilaki,2,198,0,2,0.0,0.0202,0.0101
Lur,1,200,0,1,0.0,0.01,0.005
Mazani,1,200,0,1,0.0,0.01,0.005
Turkmen,1,200,0,1,0.0,0.01,0.005
Arab,0,204,0,0,0.0,0.0,0.0
Azeri,0,200,0,0,0.0,0.0,0.0
Baloch,0,202,0,0,0.0,0.0,0.0
Kurd,0,200,0,0,0.0,0.0,0.0
Persian,0,200,0,0,0.0,0.0,0.0
Sistani,0,200,0,0,0.0,0.0,0.0
Zartoshti,0,200,0,0,0.0,0.0,0.0
Total,13,2404,0,13,0.0,0.0108153078202995,0.005408
